segment_key,track_id,events,old_n_steps,event_count_match,rho_coordinate_max_abs_error_km,tau_nonincreasing_adjacent_pairs,tau_duplicate_fixes,tau_confirmation_reach_positive,rho_support_old,rho_support_rebuilt,rho_support_abs_error,eligible_records_min,eligible_records_median
WA_XGPS20162017CRO20321_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20321_GPSdata_RS.xlsx,74,74,True,1.108391156634525e-12,1,1,True,38.4787012163074,38.4787012163074,0.0,1,7.0
WA_XGPS20162017CRO20411_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20411_GPSdata_RS.xlsx,186,186,True,1.4921397450962104e-12,1,1,True,345.44844374890295,345.44844374890295,0.0,1,6.0
WA_XGPS20162017CRO20921_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20921_GPSdata_RS.xlsx,62,62,True,1.4299672557172016e-12,0,0,True,16.57225082883906,16.57225082884014,1.0800249583553523e-12,1,9.0
WA_XGPS20162017CRO20931_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20931_GPSdata_RS.xlsx,165,165,True,1.3811174426336947e-12,0,0,True,80.72292254171134,80.72292254171134,0.0,1,20.0
WA_XGPS20172018CRO10211_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10211_GPSdata_RS.xlsx,202,202,True,1.48947520983711e-12,0,0,True,30.870067940248877,30.870067940248873,3.552713678800501e-15,1,16.0
WA_XGPS20172018CRO10311_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10311_GPSdata_RS.xlsx,194,194,True,1.680433570072637e-12,1,0,True,228.56835740977797,228.56835740977795,2.842170943040401e-14,1,8.0
WA_XGPS20172018CRO10321_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10321_GPSdata_RS.xlsx,128,128,True,1.5083490012557377e-12,1,1,True,83.88002726439709,83.88002726450316,1.0606981959426776e-10,1,13.0
WA_XGPS20172018CRO10331_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10331_GPSdata_RS.xlsx,80,80,True,1.4930279235159105e-12,0,0,True,7.531743230373081,7.531743230373081,0.0,1,8.0
WA_XGPS20172018CRO10411_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10411_GPSdata_RS.xlsx,129,129,True,8.828493491819245e-13,1,1,True,97.2676453239602,97.26764532396021,1.4210854715202004e-14,1,14.0
WA_XGPS20172018CRO10421_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10421_GPSdata_RS.xlsx,387,387,True,1.7669199436909366e-12,1,0,True,293.39023528169446,293.39023528169446,0.0,1,7.0
WA_XGPS20172018CRO10611_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10611_GPSdata_RS.xlsx,252,252,True,1.240785252321075e-12,1,1,True,432.8887540608614,432.8887540608614,0.0,1,8.5
WA_XGPS20172018CRO20111_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20111_GPSdata_RS.xlsx,118,118,True,1.7692514120426495e-12,3,1,True,71.91161831538761,71.91161831538761,0.0,1,21.0
WA_XGPS20172018CRO20411_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20411_GPSdata_RS.xlsx,326,326,True,1.935340776526573e-12,2,1,True,208.60174761410732,208.60174761273493,1.3723990832659183e-09,1,9.5
WA_XGPS20172018CRO20911_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20911_GPSdata_RS.xlsx,389,389,True,2.1316282072803006e-12,3,2,True,1000.9871644495432,1000.9871644495433,1.1368683772161603e-13,1,5.0
WA_XGPS20172018CRO20922_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20922_GPSdata_RS.xlsx,131,131,True,1.169730978745065e-12,2,2,True,69.36546267993526,69.36546267993526,0.0,1,8.0
WA_Xspoutnik20172018CRO10911_GPSdata_RS.xlsx|0,WA_Xspoutnik20172018CRO10911_GPSdata_RS.xlsx,164,164,True,1.3669065879184927e-12,0,0,True,293.5290305250644,293.5290305250644,0.0,1,8.5
