status,merge_period,period_key,env_kind,dataset_id,variables,tile_id,tile_lat_idx,tile_lon_idx,request_lat_min,request_lat_max,request_lon_min,request_lon_max,tile_deg_lat,tile_deg_lon,buffer_deg,lat_span_deg,lon_span_deg,start_date,end_date,n_days,n_observed_days,n_coverage_points,n_events,n_runs,estimated_lat_cells,estimated_lon_cells,estimated_download_bytes_conservative,output_dir,output_filename,output_path,already_exists
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon039,4,39,-70.25,-64.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2016-02-19,2016-02-20,2,2,1778,364,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon039_201602_20160219_20160220.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon039_201602_20160219_20160220.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon039,4,39,-70.25,-64.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2018-01-30,2018-01-30,1,1,105,21,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon039_201801_20180130_20180130.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon039_201801_20180130_20180130.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon040,4,40,-70.25,-64.75,19.75,25.25,5.0,5.0,0.25,5.5,5.5,2018-01-31,2018-01-31,1,1,337,81,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon040_201801_20180131_20180131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon040_201801_20180131_20180131.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon040,4,40,-70.25,-64.75,19.75,25.25,5.0,5.0,0.25,5.5,5.5,2018-02-07,2018-02-09,3,3,194,97,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon040_201802_20180207_20180209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon040_201802_20180207_20180209.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon041,4,41,-70.25,-64.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2016-02-19,2016-02-19,1,1,15,3,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon041_201602_20160219_20160219.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon041_201602_20160219_20160219.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon041,4,41,-70.25,-64.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2018-01-30,2018-01-31,2,2,1485,298,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon041_201801_20180130_20180131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon041_201801_20180130_20180131.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon041,4,41,-70.25,-64.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2018-02-07,2018-02-09,3,3,941,227,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon041_201802_20180207_20180209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon041_201802_20180207_20180209.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon041,4,41,-70.25,-64.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2019-02-09,2019-02-09,1,1,43,9,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon041_201902_20190209_20190209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon041_201902_20190209_20190209.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon042,4,42,-70.25,-64.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2016-02-18,2016-02-18,1,1,160,32,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon042_201602_20160218_20160218.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon042_201602_20160218_20160218.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon042,4,42,-70.25,-64.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2019-02-09,2019-02-09,1,1,7,3,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon042_201902_20190209_20190209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon042_201902_20190209_20190209.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon043,4,43,-70.25,-64.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2016-02-18,2016-02-18,1,1,10,2,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon043_201602_20160218_20160218.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon043_201602_20160218_20160218.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon043,4,43,-70.25,-64.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2019-01-30,2019-01-30,1,1,4,4,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon043_201901_20190130_20190130.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon043_201901_20190130_20190130.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon043,4,43,-70.25,-64.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2019-02-21,2019-02-21,1,1,111,47,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon043_201902_20190221_20190221.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon043_201902_20190221_20190221.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon044,4,44,-70.25,-64.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2016-02-18,2016-02-18,1,1,30,6,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon044_201602_20160218_20160218.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon044_201602_20160218_20160218.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon044,4,44,-70.25,-64.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2019-01-30,2019-01-30,1,1,8,4,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon044_201901_20190130_20190130.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon044_201901_20190130_20190130.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon044,4,44,-70.25,-64.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2019-02-21,2019-02-21,1,1,114,39,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon044_201902_20190221_20190221.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon044_201902_20190221_20190221.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon045,4,45,-70.25,-64.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2016-02-18,2016-02-18,1,1,6,3,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon045_201602_20160218_20160218.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon045_201602_20160218_20160218.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat004_lon045,4,45,-70.25,-64.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2019-02-22,2019-02-22,1,1,91,24,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat004_lon045_201902_20190222_20190222.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat004_lon045_201902_20190222_20190222.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon033,5,33,-65.25,-59.75,-15.25,-9.75,5.0,5.0,0.25,5.5,5.5,2018-02-03,2018-02-04,2,2,346,71,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon033_201802_20180203_20180204.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon033_201802_20180203_20180204.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon034,5,34,-65.25,-59.75,-10.25,-4.75,5.0,5.0,0.25,5.5,5.5,2018-02-02,2018-02-04,3,3,434,140,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon034_201802_20180202_20180204.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon034_201802_20180202_20180204.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon035,5,35,-65.25,-59.75,-5.25,0.25,5.0,5.0,0.25,5.5,5.5,2018-02-02,2018-02-04,3,3,432,121,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon035_201802_20180202_20180204.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon035_201802_20180202_20180204.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon036,5,36,-65.25,-59.75,-0.25,5.25,5.0,5.0,0.25,5.5,5.5,2018-02-04,2018-02-06,3,3,189,113,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon036_201802_20180204_20180206.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon036_201802_20180204_20180206.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon037,5,37,-65.25,-59.75,4.75,10.25,5.0,5.0,0.25,5.5,5.5,2018-02-05,2018-02-06,2,2,337,101,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon037_201802_20180205_20180206.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon037_201802_20180205_20180206.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon038,5,38,-65.25,-59.75,9.75,15.25,5.0,5.0,0.25,5.5,5.5,2016-01-24,2016-01-25,2,2,281,130,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon038_201601_20160124_20160125.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon038_201601_20160124_20160125.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon038,5,38,-65.25,-59.75,9.75,15.25,5.0,5.0,0.25,5.5,5.5,2018-02-01,2018-02-07,7,3,142,43,3,133,133,2971752,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon038_201802_20180201_20180207.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon038_201802_20180201_20180207.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon039,5,39,-65.25,-59.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2016-01-24,2016-01-26,3,3,1443,348,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon039_201601_20160124_20160126.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon039_201601_20160124_20160126.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon039,5,39,-65.25,-59.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2016-02-20,2016-02-21,2,2,250,58,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon039_201602_20160220_20160221.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon039_201602_20160220_20160221.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon039,5,39,-65.25,-59.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2018-01-28,2018-01-30,3,2,78,21,2,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon039_201801_20180128_20180130.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon039_201801_20180128_20180130.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon039,5,39,-65.25,-59.75,14.75,20.25,5.0,5.0,0.25,5.5,5.5,2018-02-01,2018-02-08,8,6,561,130,7,133,133,3396288,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon039_201802_20180201_20180208.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon039_201802_20180201_20180208.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon040,5,40,-65.25,-59.75,19.75,25.25,5.0,5.0,0.25,5.5,5.5,2016-01-24,2016-01-27,4,3,920,198,3,133,133,1698144,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon040_201601_20160124_20160127.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon040_201601_20160124_20160127.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon040,5,40,-65.25,-59.75,19.75,25.25,5.0,5.0,0.25,5.5,5.5,2018-01-30,2018-01-31,2,2,436,102,3,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon040_201801_20180130_20180131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon040_201801_20180130_20180131.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon040,5,40,-65.25,-59.75,19.75,25.25,5.0,5.0,0.25,5.5,5.5,2018-02-01,2018-02-07,7,3,495,135,4,133,133,2971752,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon040_201802_20180201_20180207.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon040_201802_20180201_20180207.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon041,5,41,-65.25,-59.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2016-01-23,2016-01-28,6,4,291,87,4,133,133,2547216,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon041_201601_20160123_20160128.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon041_201601_20160123_20160128.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon041,5,41,-65.25,-59.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2018-01-29,2018-01-31,3,3,435,115,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon041_201801_20180129_20180131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon041_201801_20180129_20180131.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon041,5,41,-65.25,-59.75,24.75,30.25,5.0,5.0,0.25,5.5,5.5,2018-02-01,2018-02-09,9,2,177,50,2,133,133,3820824,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon041_201802_20180201_20180209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon041_201802_20180201_20180209.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon042,5,42,-65.25,-59.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2016-01-23,2016-01-28,6,3,347,99,3,133,133,2547216,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon042_201601_20160123_20160128.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon042_201601_20160123_20160128.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon042,5,42,-65.25,-59.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2018-01-29,2018-01-29,1,1,403,103,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon042_201801_20180129_20180129.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon042_201801_20180129_20180129.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon042,5,42,-65.25,-59.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2018-02-09,2018-02-09,1,1,22,5,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon042_201802_20180209_20180209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon042_201802_20180209_20180209.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon042,5,42,-65.25,-59.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2019-01-26,2019-01-26,1,1,70,27,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon042_201901_20190126_20190126.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon042_201901_20190126_20190126.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon042,5,42,-65.25,-59.75,29.75,35.25,5.0,5.0,0.25,5.5,5.5,2019-02-08,2019-02-09,2,2,113,28,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon042_201902_20190208_20190209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon042_201902_20190208_20190209.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon043,5,43,-65.25,-59.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2016-01-23,2016-01-23,1,1,194,46,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon043_201601_20160123_20160123.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon043_201601_20160123_20160123.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon043,5,43,-65.25,-59.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2018-02-09,2018-02-09,1,1,65,13,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon043_201802_20180209_20180209.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon043_201802_20180209_20180209.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon043,5,43,-65.25,-59.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2019-01-26,2019-01-31,6,4,453,123,4,133,133,2547216,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon043_201901_20190126_20190131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon043_201901_20190126_20190131.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon043,5,43,-65.25,-59.75,34.75,40.25,5.0,5.0,0.25,5.5,5.5,2019-02-08,2019-02-21,14,2,266,60,2,133,133,5943504,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon043_201902_20190208_20190221.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon043_201902_20190208_20190221.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon044,5,44,-65.25,-59.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2016-01-22,2016-01-23,2,2,480,96,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon044_201601_20160122_20160123.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon044_201601_20160122_20160123.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon044,5,44,-65.25,-59.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2018-01-27,2018-01-30,4,2,32,7,2,133,133,1698144,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon044_201801_20180127_20180130.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon044_201801_20180127_20180130.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon044,5,44,-65.25,-59.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2018-02-03,2018-02-03,1,1,14,9,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon044_201802_20180203_20180203.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon044_201802_20180203_20180203.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon044,5,44,-65.25,-59.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2019-01-28,2019-01-31,4,4,684,161,4,133,133,1698144,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon044_201901_20190128_20190131.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon044_201901_20190128_20190131.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon044,5,44,-65.25,-59.75,39.75,45.25,5.0,5.0,0.25,5.5,5.5,2019-02-01,2019-02-24,24,16,3774,1093,16,133,133,10188864,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon044_201902_20190201_20190224.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon044_201902_20190201_20190224.nc,0
planned,month,2016-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2016-01-22,2016-01-22,1,1,620,124,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201601_20160122_20160122.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201601_20160122_20160122.nc,0
planned,month,2016-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2016-02-17,2016-02-18,2,2,214,44,2,133,133,849072,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201602_20160217_20160218.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201602_20160217_20160218.nc,0
planned,month,2018-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2018-01-27,2018-01-29,3,2,477,101,2,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201801_20180127_20180129.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201801_20180127_20180129.nc,0
planned,month,2018-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2018-02-03,2018-02-03,1,1,4,4,1,133,133,500000,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201802_20180203_20180203.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201802_20180203_20180203.nc,0
planned,month,2019-01,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2019-01-27,2019-01-29,3,3,487,102,3,133,133,1273608,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201901_20190127_20190129.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201901_20190127_20190129.nc,0
planned,month,2019-02,CHL,cmems_obs-oc_glo_bgc-plankton_my_l4-gapfree-multi-4km_P1D,CHL,lat005_lon045,5,45,-65.25,-59.75,44.75,50.25,5.0,5.0,0.25,5.5,5.5,2019-02-03,2019-02-22,20,6,1052,257,6,133,133,8490720,external_inputs/environment/goto_chl,CHL_GOTO_PERIOD_month_lat005_lon045_201902_20190203_20190222.nc,external_inputs/environment/goto_chl/CHL_GOTO_PERIOD_month_lat005_lon045_201902_20190203_20190222.nc,0
