scale_m,event_id,cluster,segment_key,direction_group
250,339|1|RFBO_iGotU|1,1777-28242,339|1,none_observed
250,339|2|RFBO_iGotU|2,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|3,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|7,1777-28242,339|2,post_only
250,339|2|RFBO_iGotU|10,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|12,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|13,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|14,1777-28242,339|2,pre_only
250,339|2|RFBO_iGotU|15,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|17,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|18,1777-28242,339|2,both
250,339|2|RFBO_iGotU|19,1777-28242,339|2,none_observed
250,339|2|RFBO_iGotU|37,1777-28242,339|2,pre_only
250,339|2|RFBO_iGotU|43,1777-28242,339|2,none_observed
250,341|1|RFBO_iGotU|6,2007-07121,341|1,post_only
250,341|1|RFBO_iGotU|8,2007-07121,341|1,none_observed
250,341|1|RFBO_iGotU|9,2007-07121,341|1,none_observed
250,341|1|RFBO_iGotU|11,2007-07121,341|1,none_observed
250,342|3|RFBO_iGotU|1,2007-07122,342|3,none_observed
250,342|3|RFBO_iGotU|3,2007-07122,342|3,none_observed
250,343|1|RFBO_iGotU|4,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|5,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|7,2007-07123,343|1,pre_only
250,343|1|RFBO_iGotU|8,2007-07123,343|1,post_only
250,343|1|RFBO_iGotU|10,2007-07123,343|1,both
250,343|1|RFBO_iGotU|11,2007-07123,343|1,post_only
250,343|1|RFBO_iGotU|12,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|13,2007-07123,343|1,post_only
250,343|1|RFBO_iGotU|26,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|27,2007-07123,343|1,post_only
250,343|1|RFBO_iGotU|29,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|31,2007-07123,343|1,none_observed
250,343|1|RFBO_iGotU|32,2007-07123,343|1,post_only
250,343|1|RFBO_iGotU|33,2007-07123,343|1,none_observed
250,344|1|RFBO_iGotU|4,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|6,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|9,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|10,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|11,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|12,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|14,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|15,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|16,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|26,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|28,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|30,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|31,2007-07124,344|1,both
250,344|1|RFBO_iGotU|32,2007-07124,344|1,post_only
250,344|1|RFBO_iGotU|34,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|35,2007-07124,344|1,none_observed
250,344|1|RFBO_iGotU|39,2007-07124,344|1,none_observed
250,345|1|RFBO_iGotU|2,2007-07125,345|1,both
250,345|1|RFBO_iGotU|3,2007-07125,345|1,pre_only
250,345|4|RFBO_iGotU|5,2007-07125,345|4,none_observed
250,345|4|RFBO_iGotU|6,2007-07125,345|4,post_only
250,345|4|RFBO_iGotU|8,2007-07125,345|4,none_observed
250,345|4|RFBO_iGotU|10,2007-07125,345|4,post_only
250,345|4|RFBO_iGotU|11,2007-07125,345|4,none_observed
250,345|4|RFBO_iGotU|12,2007-07125,345|4,none_observed
250,345|4|RFBO_iGotU|13,2007-07125,345|4,none_observed
250,346|1|RFBO_iGotU|5,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|10,2007-07126,346|1,pre_only
250,346|1|RFBO_iGotU|16,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|21,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|22,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|24,2007-07126,346|1,post_only
250,346|1|RFBO_iGotU|26,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|29,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|30,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|34,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|36,2007-07126,346|1,none_observed
250,346|1|RFBO_iGotU|40,2007-07126,346|1,none_observed
250,347|1|RFBO_iGotU|3,2007-07127,347|1,none_observed
250,347|1|RFBO_iGotU|11,2007-07127,347|1,none_observed
250,347|1|RFBO_iGotU|12,2007-07127,347|1,none_observed
250,347|1|RFBO_iGotU|13,2007-07127,347|1,none_observed
250,347|1|RFBO_iGotU|14,2007-07127,347|1,pre_only
250,348|1|RFBO_iGotU|3,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|6,2007-07128,348|1,pre_only
250,348|1|RFBO_iGotU|12,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|13,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|14,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|15,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|16,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|17,2007-07128,348|1,none_observed
250,348|1|RFBO_iGotU|21,2007-07128,348|1,pre_only
250,349|4|RFBO_iGotU|2,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|3,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|4,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|6,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|8,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|10,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|11,2007-07131,349|4,pre_only
250,349|4|RFBO_iGotU|12,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|13,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|14,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|15,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|17,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|19,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|25,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|26,2007-07131,349|4,none_observed
250,349|4|RFBO_iGotU|30,2007-07131,349|4,none_observed
250,350|4|RFBO_iGotU|0,2007-07132,350|4,none_observed
250,351|1|RFBO_iGotU|9,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|10,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|11,2007-07133,351|1,post_only
250,351|1|RFBO_iGotU|12,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|15,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|16,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|18,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|19,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|21,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|23,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|25,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|26,2007-07133,351|1,pre_only
250,351|1|RFBO_iGotU|27,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|29,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|30,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|33,2007-07133,351|1,post_only
250,351|1|RFBO_iGotU|36,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|38,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|39,2007-07133,351|1,pre_only
250,351|1|RFBO_iGotU|40,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|42,2007-07133,351|1,none_observed
250,351|1|RFBO_iGotU|43,2007-07133,351|1,none_observed
250,352|1|RFBO_iGotU|2,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|3,2007-07134,352|1,post_only
250,352|1|RFBO_iGotU|5,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|7,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|8,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|10,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|16,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|17,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|18,2007-07134,352|1,both
250,352|1|RFBO_iGotU|21,2007-07134,352|1,none_observed
250,352|1|RFBO_iGotU|22,2007-07134,352|1,none_observed
250,353|1|RFBO_iGotU|7,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|8,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|9,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|10,2007-07135,353|1,pre_only
250,353|1|RFBO_iGotU|13,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|14,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|19,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|20,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|21,2007-07135,353|1,none_observed
250,353|1|RFBO_iGotU|22,2007-07135,353|1,both
250,353|1|RFBO_iGotU|23,2007-07135,353|1,both
250,354|1|RFBO_iGotU|1,2007-07138,354|1,none_observed
250,354|1|RFBO_iGotU|2,2007-07138,354|1,pre_only
250,354|1|RFBO_iGotU|3,2007-07138,354|1,pre_only
250,354|1|RFBO_iGotU|5,2007-07138,354|1,none_observed
250,354|1|RFBO_iGotU|7,2007-07138,354|1,none_observed
250,354|1|RFBO_iGotU|9,2007-07138,354|1,none_observed
250,354|1|RFBO_iGotU|11,2007-07138,354|1,post_only
250,354|1|RFBO_iGotU|18,2007-07138,354|1,none_observed
250,354|1|RFBO_iGotU|19,2007-07138,354|1,none_observed
250,356|1|RFBO_iGotU|9,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|15,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|18,2007-07141,356|1,pre_only
250,356|1|RFBO_iGotU|21,2007-07141,356|1,pre_only
250,356|1|RFBO_iGotU|22,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|26,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|33,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|37,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|38,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|39,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|40,2007-07141,356|1,none_observed
250,356|1|RFBO_iGotU|41,2007-07141,356|1,none_observed
250,359|1|RFBO_iGotU|3,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|7,2007-07144,359|1,pre_only
250,359|1|RFBO_iGotU|9,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|10,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|12,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|13,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|17,2007-07144,359|1,both
250,359|1|RFBO_iGotU|21,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|24,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|25,2007-07144,359|1,post_only
250,359|1|RFBO_iGotU|27,2007-07144,359|1,none_observed
250,359|1|RFBO_iGotU|30,2007-07144,359|1,none_observed
250,360|1|RFBO_iGotU|13,2007-07145,360|1,none_observed
250,360|1|RFBO_iGotU|14,2007-07145,360|1,pre_only
250,360|1|RFBO_iGotU|16,2007-07145,360|1,none_observed
250,361|5|RFBO_iGotU|9,2007-07146,361|5,pre_only
250,361|5|RFBO_iGotU|10,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|11,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|15,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|17,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|20,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|21,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|45,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|46,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|49,2007-07146,361|5,none_observed
250,361|5|RFBO_iGotU|51,2007-07146,361|5,post_only
250,363|1|RFBO_iGotU|1,2007-07148,363|1,pre_only
250,363|1|RFBO_iGotU|6,2007-07148,363|1,none_observed
250,364|1|RFBO_iGotU|3,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|4,2007-07149,364|1,post_only
250,364|1|RFBO_iGotU|7,2007-07149,364|1,both
250,364|1|RFBO_iGotU|13,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|14,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|15,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|16,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|18,2007-07149,364|1,none_observed
250,364|1|RFBO_iGotU|19,2007-07149,364|1,none_observed
250,365|1|RFBO_iGotU|8,2007-07150,365|1,pre_only
250,365|1|RFBO_iGotU|11,2007-07150,365|1,post_only
250,365|1|RFBO_iGotU|16,2007-07150,365|1,none_observed
250,365|1|RFBO_iGotU|17,2007-07150,365|1,none_observed
250,365|1|RFBO_iGotU|18,2007-07150,365|1,none_observed
250,365|1|RFBO_iGotU|19,2007-07150,365|1,none_observed
250,366|1|RFBO_iGotU|5,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|6,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|7,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|9,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|11,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|12,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|18,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|22,2007-07152,366|1,none_observed
250,366|1|RFBO_iGotU|23,2007-07152,366|1,none_observed
250,367|1|RFBO_iGotU|5,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|6,2007-07153,367|1,post_only
250,367|1|RFBO_iGotU|8,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|14,2007-07153,367|1,both
250,367|1|RFBO_iGotU|15,2007-07153,367|1,post_only
250,367|1|RFBO_iGotU|16,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|20,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|21,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|23,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|28,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|38,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|40,2007-07153,367|1,none_observed
250,367|1|RFBO_iGotU|41,2007-07153,367|1,none_observed
250,368|1|RFBO_iGotU|4,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|6,2007-07154,368|1,post_only
250,368|1|RFBO_iGotU|7,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|9,2007-07154,368|1,pre_only
250,368|1|RFBO_iGotU|11,2007-07154,368|1,post_only
250,368|1|RFBO_iGotU|14,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|15,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|17,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|19,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|23,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|24,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|28,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|30,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|31,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|32,2007-07154,368|1,none_observed
250,368|1|RFBO_iGotU|34,2007-07154,368|1,none_observed
250,369|3|RFBO_iGotU|0,2007-07155,369|3,post_only
250,369|3|RFBO_iGotU|2,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|3,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|4,2007-07155,369|3,post_only
250,369|3|RFBO_iGotU|5,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|6,2007-07155,369|3,pre_only
250,369|3|RFBO_iGotU|9,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|10,2007-07155,369|3,post_only
250,369|3|RFBO_iGotU|14,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|18,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|21,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|23,2007-07155,369|3,none_observed
250,369|3|RFBO_iGotU|24,2007-07155,369|3,none_observed
250,370|1|RFBO_iGotU|6,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|8,2007-07156,370|1,post_only
250,370|1|RFBO_iGotU|9,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|10,2007-07156,370|1,post_only
250,370|1|RFBO_iGotU|11,2007-07156,370|1,pre_only
250,370|1|RFBO_iGotU|12,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|17,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|18,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|19,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|22,2007-07156,370|1,post_only
250,370|1|RFBO_iGotU|26,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|27,2007-07156,370|1,none_observed
250,370|1|RFBO_iGotU|28,2007-07156,370|1,none_observed
250,371|1|RFBO_iGotU|2,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|4,2007-07157,371|1,post_only
250,371|1|RFBO_iGotU|5,2007-07157,371|1,both
250,371|1|RFBO_iGotU|7,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|8,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|9,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|15,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|16,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|17,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|18,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|21,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|23,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|25,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|26,2007-07157,371|1,none_observed
250,371|1|RFBO_iGotU|27,2007-07157,371|1,none_observed
250,373|1|RFBO_iGotU|2,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|4,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|5,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|6,2007-07159,373|1,post_only
250,373|1|RFBO_iGotU|8,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|10,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|12,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|15,2007-07159,373|1,pre_only
250,373|1|RFBO_iGotU|17,2007-07159,373|1,pre_only
250,373|1|RFBO_iGotU|18,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|19,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|20,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|23,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|24,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|25,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|26,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|27,2007-07159,373|1,none_observed
250,373|1|RFBO_iGotU|28,2007-07159,373|1,none_observed
250,374|1|RFBO_iGotU|1,2007-07160,374|1,pre_only
250,374|1|RFBO_iGotU|2,2007-07160,374|1,post_only
250,374|1|RFBO_iGotU|7,2007-07160,374|1,none_observed
250,374|1|RFBO_iGotU|19,2007-07160,374|1,pre_only
250,374|2|RFBO_iGotU|0,2007-07160,374|2,none_observed
250,374|2|RFBO_iGotU|2,2007-07160,374|2,none_observed
250,374|2|RFBO_iGotU|3,2007-07160,374|2,none_observed
250,374|4|RFBO_iGotU|0,2007-07160,374|4,post_only
250,374|4|RFBO_iGotU|1,2007-07160,374|4,none_observed
250,374|4|RFBO_iGotU|7,2007-07160,374|4,none_observed
250,374|4|RFBO_iGotU|8,2007-07160,374|4,both
250,374|4|RFBO_iGotU|10,2007-07160,374|4,none_observed
250,374|4|RFBO_iGotU|13,2007-07160,374|4,none_observed
250,374|4|RFBO_iGotU|16,2007-07160,374|4,none_observed
250,375|1|RFBO_iGotU|8,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|9,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|10,2007-07171,375|1,post_only
250,375|1|RFBO_iGotU|11,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|14,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|16,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|22,2007-07171,375|1,none_observed
250,375|1|RFBO_iGotU|25,2007-07171,375|1,none_observed
250,376|3|RFBO_iGotU|0,2007-07172,376|3,none_observed
250,376|3|RFBO_iGotU|2,2007-07172,376|3,none_observed
250,376|3|RFBO_iGotU|3,2007-07172,376|3,none_observed
250,376|3|RFBO_iGotU|4,2007-07172,376|3,none_observed
250,376|3|RFBO_iGotU|6,2007-07172,376|3,pre_only
250,376|3|RFBO_iGotU|8,2007-07172,376|3,pre_only
250,376|5|RFBO_iGotU|0,2007-07172,376|5,none_observed
250,376|12|RFBO_iGotU|0,2007-07172,376|12,none_observed
250,376|14|RFBO_iGotU|0,2007-07172,376|14,none_observed
250,377|1|RFBO_iGotU|3,2007-07173,377|1,post_only
250,377|1|RFBO_iGotU|7,2007-07173,377|1,both
250,377|1|RFBO_iGotU|8,2007-07173,377|1,none_observed
250,377|1|RFBO_iGotU|9,2007-07173,377|1,none_observed
250,377|4|RFBO_iGotU|0,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|4,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|5,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|6,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|9,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|10,2007-07173,377|4,post_only
250,377|4|RFBO_iGotU|14,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|15,2007-07173,377|4,pre_only
250,377|4|RFBO_iGotU|30,2007-07173,377|4,post_only
250,377|4|RFBO_iGotU|33,2007-07173,377|4,none_observed
250,377|4|RFBO_iGotU|38,2007-07173,377|4,none_observed
250,378|1|RFBO_iGotU|3,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|4,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|7,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|8,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|10,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|14,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|15,2007-07174,378|1,post_only
250,378|1|RFBO_iGotU|16,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|17,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|21,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|22,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|23,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|25,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|32,2007-07174,378|1,none_observed
250,378|1|RFBO_iGotU|35,2007-07174,378|1,none_observed
250,379|1|RFBO_iGotU|2,2007-07175,379|1,pre_only
250,379|1|RFBO_iGotU|3,2007-07175,379|1,none_observed
250,379|1|RFBO_iGotU|6,2007-07175,379|1,none_observed
250,379|1|RFBO_iGotU|7,2007-07175,379|1,pre_only
250,379|1|RFBO_iGotU|8,2007-07175,379|1,none_observed
250,380|1|RFBO_iGotU|1,2007-07176,380|1,post_only
250,380|1|RFBO_iGotU|3,2007-07176,380|1,pre_only
250,380|1|RFBO_iGotU|5,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|6,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|7,2007-07176,380|1,pre_only
250,380|1|RFBO_iGotU|10,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|12,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|14,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|15,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|24,2007-07176,380|1,both
250,380|1|RFBO_iGotU|25,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|27,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|29,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|32,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|34,2007-07176,380|1,post_only
250,380|1|RFBO_iGotU|35,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|36,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|37,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|38,2007-07176,380|1,both
250,380|1|RFBO_iGotU|39,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|42,2007-07176,380|1,none_observed
250,380|1|RFBO_iGotU|48,2007-07176,380|1,pre_only
250,380|1|RFBO_iGotU|49,2007-07176,380|1,pre_only
250,381|1|RFBO_iGotU|5,2007-07177,381|1,none_observed
250,382|1|RFBO_iGotU|1,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|3,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|5,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|8,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|11,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|12,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|16,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|21,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|22,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|24,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|27,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|28,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|31,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|32,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|34,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|35,2007-07178,382|1,none_observed
250,382|1|RFBO_iGotU|39,2007-07178,382|1,none_observed
250,383|1|RFBO_iGotU|4,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|7,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|8,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|9,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|10,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|13,2007-07179,383|1,post_only
250,383|1|RFBO_iGotU|16,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|17,2007-07179,383|1,post_only
250,383|1|RFBO_iGotU|18,2007-07179,383|1,pre_only
250,383|1|RFBO_iGotU|19,2007-07179,383|1,none_observed
250,383|1|RFBO_iGotU|21,2007-07179,383|1,none_observed
