scale_m,predictor,estimand,events,individuals,individual_equal_slope,bootstrap_ci_low,bootstrap_ci_high,phase_null_mean,phase_p_raw,holm_family,phase_p_holm
2000,prior_rest,E_low,62,7,0.8558691792825556,-0.20765461792367,2.135862420744848,-0.020866972311819932,0.024,descriptive,
2000,prior_rest,E_union,62,7,0.20800684198144467,-0.616049033389268,1.1977157795115307,0.004300420763112031,0.351,descriptive,
2000,prior_rest,R_high,62,7,-0.11307177164967609,-0.24679305996413023,-0.006618652998847123,-0.01101699592412415,0.971,descriptive,
2000,prior_rest,R_low,62,7,0.01863345713744472,-0.038255078241238485,0.11242026148900156,-0.0043439580677725855,0.315,descriptive,
2000,prior_rest,R_union,62,7,-0.09443831451223138,-0.16101174070894136,-0.03196695117981621,-0.015360953991896738,0.879,descriptive,
2000,prior_rest,L_high,62,7,-0.5347905656514348,-0.7476289024421054,-0.2881204310524833,0.03618438899905612,0.906,descriptive,
2000,prior_rest,L_low,62,7,0.8372357221451111,-0.18295800083569771,2.0476962693181213,-0.016523014244047365,0.022,descriptive,
2000,prior_rest,L_union,62,7,0.30244515649367604,-0.5669493099636893,1.3401051926796075,0.01966137475500879,0.299,descriptive,
2000,future_minus_prior_specificity,E_high,62,7,-0.9549357808216883,-1.9118299117558475,-0.11262022014305248,0.011826879235511623,0.988,descriptive,
2000,future_minus_prior_specificity,E_low,62,7,-0.0750169271848589,-0.5859296606974206,0.6421236857852456,-0.02052558035022983,0.459,descriptive,
2000,future_minus_prior_specificity,E_union,62,7,-1.0299527080065474,-2.3033682629071284,0.03509148380420701,-0.008698701114718198,0.977,descriptive,
2000,future_minus_prior_specificity,R_high,62,7,0.02333157724550622,-0.1423035244245385,0.19734942153035973,0.010128148663903954,0.438,descriptive,
2000,future_minus_prior_specificity,R_low,62,7,0.0017073298402066324,-0.03463562466172053,0.041144021296459894,0.0013428095861357902,0.521,descriptive,
2000,future_minus_prior_specificity,R_union,62,7,0.025038907085712832,-0.13277660539197364,0.19662366727856914,0.011470958250039746,0.436,descriptive,
2000,future_minus_prior_specificity,L_high,62,7,-0.9782673580671946,-2.0890781796073883,-0.01125867535715037,0.0016987305716076955,0.992,descriptive,
2000,future_minus_prior_specificity,L_low,62,7,-0.0767242570250656,-0.5901848870270776,0.6582086149405783,-0.02186838993636562,0.488,descriptive,
2000,future_minus_prior_specificity,L_union,62,7,-1.0549916150922602,-2.4851596440542005,0.1442467668252241,-0.02016965936475793,0.981,descriptive,
5000,future_specificity,E_high,35,6,-0.6261329360739536,-1.2438417242857338,-0.026293979852537123,0.03258017192028807,0.843,descriptive,
5000,future_specificity,E_low,35,6,0.9098713726116966,-0.24675202692453158,2.232086958439328,-0.08790700862338574,0.012,descriptive,
5000,future_specificity,E_union,35,6,0.283738436537743,-0.44037105047951314,1.1956956377398784,-0.05532683670309762,0.299,secondary_future_specificity_E_R_union_8,0.897
5000,future_specificity,R_high,35,6,0.14950241062616035,0.0383099674372022,0.3380839912659532,-0.012272929594676407,0.052,descriptive,
5000,future_specificity,R_low,35,6,0.0461947642604302,-0.05384323798325194,0.1555486113884175,0.00706591838178619,0.203,descriptive,
5000,future_specificity,R_union,35,6,0.19569717488659058,-0.003147216938608093,0.4838687086127654,-0.005207011212890211,0.018,secondary_future_specificity_E_R_union_8,0.10799999999999998
5000,future_specificity,L_high,35,6,-0.7756353467001141,-1.5822248735534117,-0.0910703048334196,0.044853101514964515,0.902,secondary_future_specificity_L_tails_8,1.0
5000,future_specificity,L_low,35,6,0.8636766083512665,-0.21313155830557803,2.103469282279654,-0.09497292700517194,0.014,secondary_future_specificity_L_tails_8,0.112
5000,future_specificity,L_union,35,6,0.08804126165115228,-0.4929657736607454,0.9599957592530268,-0.050119825490207416,0.424,primary_future_specificity_L_union_4_scales,0.626
5000,future_forage,E_high,35,6,1.2366558667947853,-1.0890509265219093,5.01742077273104,-0.025581952692179145,0.123,descriptive,
5000,future_forage,E_low,35,6,-0.20195095686459183,-2.514271838881618,2.0162075911191093,0.15663649521020154,0.559,descriptive,
5000,future_forage,E_union,35,6,1.0347049099301937,-0.5381752264148271,2.8989645458307294,0.13105454251802245,0.222,descriptive,
5000,future_forage,R_high,35,6,0.2213323411515272,0.08350716687466749,0.4187321331622796,-0.006375560462276024,0.022,descriptive,
5000,future_forage,R_low,35,6,0.03391488945015217,-0.08917048875172072,0.16932349529363344,0.01046565339838214,0.339,descriptive,
