segment_key,track_id,events,old_n_steps,event_count_match,rho_coordinate_max_abs_error_km,tau_nonincreasing_adjacent_pairs,tau_duplicate_fixes,tau_confirmation_reach_positive,rho_support_old,rho_support_rebuilt,rho_support_abs_error,eligible_records_min,eligible_records_median,panel,replicate,rho_chl_support,rho_chl_median_log_length
WA_XGPS20152016CRO20921_GPSdata_RS.xlsx|0,WA_XGPS20152016CRO20921_GPSdata_RS.xlsx,116.0,116.0,True,1.4725998198628076e-12,1.0,0.0,True,95.61538441687674,95.61538441687674,0.0,1.0,21.0,a-c,,,
WA_XGPS20152016CRO21131_GPSdata_RS.xlsx|0,WA_XGPS20152016CRO21131_GPSdata_RS.xlsx,147.0,147.0,True,1.450506381672767e-12,1.0,1.0,True,150.89613834996908,150.89613834996908,0.0,1.0,18.0,a-c,,,
WA_XGPS20162017CRO10211_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10211_GPSdata_RS.xlsx,93.0,93.0,True,1.4243606294428446e-12,2.0,0.0,True,229.3398773786538,229.3398773786107,4.308731149649248e-11,1.0,6.0,a-c,,,
WA_XGPS20162017CRO10221_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10221_GPSdata_RS.xlsx,186.0,186.0,True,1.0200729150255938e-12,3.0,2.0,True,152.42435999733266,152.42435999733266,0.0,1.0,5.0,a-c,,,
WA_XGPS20162017CRO10231_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10231_GPSdata_RS.xlsx,175.0,175.0,True,1.5631940186722204e-12,0.0,0.0,True,227.1237612354132,227.1237612353625,5.070432962384075e-11,1.0,12.0,a-c,,,
WA_XGPS20162017CRO10321_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10321_GPSdata_RS.xlsx,236.0,236.0,True,1.4863665853681596e-12,2.0,2.0,True,97.39904168755128,97.39904168755128,1.4210854715202004e-14,1.0,5.0,a-c,,,
WA_XGPS20162017CRO10331_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10331_GPSdata_RS.xlsx,90.0,90.0,True,1.1648459974367142e-12,1.0,0.0,True,65.20863083510562,65.20863083510562,0.0,2.0,16.0,a-c,,,
WA_XGPS20162017CRO10411_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10411_GPSdata_RS.xlsx,62.0,62.0,True,8.64197602368222e-13,0.0,0.0,True,27.712996615188786,27.712996615188786,0.0,2.0,23.0,a-c,,,
WA_XGPS20162017CRO10421_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10421_GPSdata_RS.xlsx,151.0,151.0,True,1.4508394485801546e-12,0.0,0.0,True,252.99178384434435,252.99178384434435,0.0,1.0,7.0,a-c,,,
WA_XGPS20162017CRO10431_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10431_GPSdata_RS.xlsx,68.0,68.0,True,8.788525462932739e-13,0.0,0.0,True,67.79047268820955,67.79047268820955,0.0,1.0,8.0,a-c,,,
WA_XGPS20162017CRO10621_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10621_GPSdata_RS.xlsx,336.0,336.0,True,1.4654943925052066e-12,4.0,3.0,True,17.593177115038998,17.593177115038998,0.0,1.0,11.0,a-c,,,
WA_XGPS20162017CRO10631_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO10631_GPSdata_RS.xlsx,171.0,171.0,True,1.4210854715202004e-12,2.0,2.0,True,144.6569291702558,144.656929170254,1.8189894035458565e-12,1.0,13.0,a-c,,,
WA_XGPS20162017CRO20121_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20121_GPSdata_RS.xlsx,70.0,70.0,True,6.505906924303417e-13,0.0,0.0,True,13.1349495511472,13.1349495511472,1.7763568394002505e-15,1.0,28.5,a-c,,,
WA_XGPS20162017CRO20221_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20221_GPSdata_RS.xlsx,64.0,64.0,True,1.3358203432289886e-12,0.0,0.0,True,30.595961257291265,30.595961257291265,0.0,2.0,25.0,a-c,,,
WA_XGPS20162017CRO20321_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20321_GPSdata_RS.xlsx,74.0,74.0,True,1.108391156634525e-12,1.0,1.0,True,38.4787012163074,38.4787012163074,0.0,1.0,7.0,a-c,,,
WA_XGPS20162017CRO20411_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20411_GPSdata_RS.xlsx,186.0,186.0,True,1.4921397450962104e-12,1.0,1.0,True,345.44844374890295,345.44844374890295,0.0,1.0,6.0,a-c,,,
WA_XGPS20162017CRO20921_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20921_GPSdata_RS.xlsx,62.0,62.0,True,1.4299672557172016e-12,0.0,0.0,True,16.57225082883906,16.57225082884014,1.0800249583553525e-12,1.0,9.0,a-c,,,
WA_XGPS20162017CRO20931_GPSdata_RS.xlsx|0,WA_XGPS20162017CRO20931_GPSdata_RS.xlsx,165.0,165.0,True,1.381117442633695e-12,0.0,0.0,True,80.72292254171134,80.72292254171134,0.0,1.0,20.0,a-c,,,
WA_XGPS20172018CRO10211_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10211_GPSdata_RS.xlsx,202.0,202.0,True,1.48947520983711e-12,0.0,0.0,True,30.87006794024888,30.870067940248877,3.552713678800501e-15,1.0,16.0,a-c,,,
WA_XGPS20172018CRO10311_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10311_GPSdata_RS.xlsx,194.0,194.0,True,1.680433570072637e-12,1.0,0.0,True,228.568357409778,228.56835740977797,2.8421709430404014e-14,1.0,8.0,a-c,,,
WA_XGPS20172018CRO10321_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10321_GPSdata_RS.xlsx,128.0,128.0,True,1.5083490012557377e-12,1.0,1.0,True,83.88002726439709,83.88002726450316,1.0606981959426776e-10,1.0,13.0,a-c,,,
WA_XGPS20172018CRO10331_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10331_GPSdata_RS.xlsx,80.0,80.0,True,1.4930279235159105e-12,0.0,0.0,True,7.531743230373081,7.531743230373081,0.0,1.0,8.0,a-c,,,
WA_XGPS20172018CRO10411_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10411_GPSdata_RS.xlsx,129.0,129.0,True,8.828493491819246e-13,1.0,1.0,True,97.2676453239602,97.2676453239602,1.4210854715202004e-14,1.0,14.0,a-c,,,
WA_XGPS20172018CRO10421_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10421_GPSdata_RS.xlsx,387.0,387.0,True,1.7669199436909366e-12,1.0,0.0,True,293.39023528169446,293.39023528169446,0.0,1.0,7.0,a-c,,,
WA_XGPS20172018CRO10611_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO10611_GPSdata_RS.xlsx,252.0,252.0,True,1.240785252321075e-12,1.0,1.0,True,432.8887540608614,432.8887540608614,0.0,1.0,8.5,a-c,,,
WA_XGPS20172018CRO20111_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20111_GPSdata_RS.xlsx,118.0,118.0,True,1.7692514120426497e-12,3.0,1.0,True,71.91161831538761,71.91161831538761,0.0,1.0,21.0,a-c,,,
WA_XGPS20172018CRO20411_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20411_GPSdata_RS.xlsx,326.0,326.0,True,1.935340776526573e-12,2.0,1.0,True,208.60174761410727,208.60174761273493,1.3723990832659183e-09,1.0,9.5,a-c,,,
WA_XGPS20172018CRO20911_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20911_GPSdata_RS.xlsx,389.0,389.0,True,2.131628207280301e-12,3.0,2.0,True,1000.9871644495432,1000.9871644495432,1.1368683772161605e-13,1.0,5.0,a-c,,,
WA_XGPS20172018CRO20922_GPSdata_RS.xlsx|0,WA_XGPS20172018CRO20922_GPSdata_RS.xlsx,131.0,131.0,True,1.169730978745065e-12,2.0,2.0,True,69.36546267993526,69.36546267993526,0.0,1.0,8.0,a-c,,,
WA_Xspoutnik20172018CRO10911_GPSdata_RS.xlsx|0,WA_Xspoutnik20172018CRO10911_GPSdata_RS.xlsx,164.0,164.0,True,1.366906587918493e-12,0.0,0.0,True,293.5290305250644,293.5290305250644,0.0,1.0,8.5,a-c,,,
,,,,,,,,,,,,,,d,0.0,-0.147009168157424,-0.0986583184257603
,,,,,,,,,,,,,,d,1.0,-0.1576978980322003,-0.0876453488372093
,,,,,,,,,,,,,,d,2.0,-0.1478085867620751,-0.10625
,,,,,,,,,,,,,,d,3.0,-0.1411728533094812,-0.1452985241502683
,,,,,,,,,,,,,,d,4.0,-0.1420393559928443,-0.1067307692307692
,,,,,,,,,,,,,,d,5.0,-0.1400603756708408,-0.1089110017889087
,,,,,,,,,,,,,,d,6.0,-0.1486639087656529,-0.0975346601073345
,,,,,,,,,,,,,,d,7.0,-0.154695885509839,-0.127974060822898
,,,,,,,,,,,,,,d,8.0,-0.1391435599284436,-0.1146690518783542
,,,,,,,,,,,,,,d,9.0,-0.1433474955277281,-0.1069599731663685
,,,,,,,,,,,,,,d,10.0,-0.1362030411449016,-0.0945550089445438
,,,,,,,,,,,,,,d,11.0,-0.1558586762075134,-0.0980713327370304
,,,,,,,,,,,,,,d,12.0,-0.1489210644007156,-0.1172517889087656
,,,,,,,,,,,,,,d,13.0,-0.1514982110912343,-0.08716457960644
,,,,,,,,,,,,,,d,14.0,-0.1369800983899821,-0.1431015205724508
,,,,,,,,,,,,,,d,15.0,-0.1600793828264758,-0.1032983005366726
,,,,,,,,,,,,,,d,16.0,-0.1446276833631485,-0.1028790250447227
,,,,,,,,,,,,,,d,17.0,-0.128275939177102,-0.1441245527728086
,,,,,,,,,,,,,,d,18.0,-0.1447003577817531,-0.0865105098389982
,,,,,,,,,,,,,,d,19.0,-0.1533318425760286,-0.1006149373881932
,,,,,,,,,,,,,,d,20.0,-0.129729427549195,-0.1151106887298748
,,,,,,,,,,,,,,d,21.0,-0.1398144007155635,-0.1054002683363148
,,,,,,,,,,,,,,d,22.0,-0.1428275939177102,-0.1005646243291592
,,,,,,,,,,,,,,d,23.0,-0.1342631932021467,-0.1178723166368515
,,,,,,,,,,,,,,d,24.0,-0.1488707513416816,-0.0943984794275492
,,,,,,,,,,,,,,d,25.0,-0.1482893559928444,-0.1255031305903399
,,,,,,,,,,,,,,d,26.0,-0.146673747763864,-0.1340675313059034
,,,,,,,,,,,,,,d,27.0,-0.1427996422182469,-0.1195661896243291
,,,,,,,,,,,,,,d,28.0,-0.1155523255813953,-0.1548188729874776
,,,,,,,,,,,,,,d,29.0,-0.1562555903398926,-0.1259447674418604
,,,,,,,,,,,,,,d,30.0,-0.1442139982110912,-0.1102079606440071
,,,,,,,,,,,,,,d,31.0,-0.1517609570661896,-0.1220203488372093
,,,,,,,,,,,,,,d,32.0,-0.1467464221824687,-0.1055847495527728
,,,,,,,,,,,,,,d,33.0,-0.1532647584973166,-0.0916927549194991
,,,,,,,,,,,,,,d,34.0,-0.1370974955277281,-0.1101744186046511
,,,,,,,,,,,,,,d,35.0,-0.1653063506261181,-0.0845762522361359
,,,,,,,,,,,,,,d,36.0,-0.1513416815742397,-0.1087377012522361
,,,,,,,,,,,,,,d,37.0,-0.1323289355992844,-0.1090451699463327
,,,,,,,,,,,,,,d,38.0,-0.1521522808586762,-0.1103477191413238
,,,,,,,,,,,,,,d,39.0,-0.1403343023255814,-0.0939568425760286
,,,,,,,,,,,,,,d,40.0,-0.1509447674418605,-0.1197786225402504
,,,,,,,,,,,,,,d,41.0,-0.1478980322003578,-0.1064512522361359
,,,,,,,,,,,,,,d,42.0,-0.145153175313059,-0.0986247763864043
,,,,,,,,,,,,,,d,43.0,-0.1362142218246869,-0.1117453041144901
,,,,,,,,,,,,,,d,44.0,-0.1398926654740608,-0.142044946332737
,,,,,,,,,,,,,,d,45.0,-0.1432133273703041,-0.1164803220035778
,,,,,,,,,,,,,,d,46.0,-0.1413517441860465,-0.1254863595706619
,,,,,,,,,,,,,,d,47.0,-0.1380422629695885,-0.1306965563506261
,,,,,,,,,,,,,,d,48.0,-0.1489657871198569,-0.1091178443649374
,,,,,,,,,,,,,,d,49.0,-0.1539859123434705,-0.1106663685152057
,,,,,,,,,,,,,,d,50.0,-0.1486806797853309,-0.0940015652951699
,,,,,,,,,,,,,,d,51.0,-0.1315798300536673,-0.1321109123434705
,,,,,,,,,,,,,,d,52.0,-0.160727862254025,-0.1032032647584973
,,,,,,,,,,,,,,d,53.0,-0.1408374329159213,-0.1100290697674419
,,,,,,,,,,,,,,d,54.0,-0.1497707960644007,-0.1101520572450805
,,,,,,,,,,,,,,d,55.0,-0.1494074239713775,-0.1133776833631484
,,,,,,,,,,,,,,d,56.0,-0.1534324686940966,-0.0882491055456171
,,,,,,,,,,,,,,d,57.0,-0.1428890876565295,-0.1220035778175313
,,,,,,,,,,,,,,d,58.0,-0.1674586314847943,-0.0908989266547406
,,,,,,,,,,,,,,d,59.0,-0.1180735688729875,-0.1286113595706619
,,,,,,,,,,,,,,d,60.0,-0.1305064847942755,-0.1324016100178891
,,,,,,,,,,,,,,d,61.0,-0.1353253577817531,-0.1177716905187835
,,,,,,,,,,,,,,d,62.0,-0.1619800983899821,-0.0861974508050089
,,,,,,,,,,,,,,d,63.0,-0.1465116279069767,-0.109089892665474
,,,,,,,,,,,,,,d,64.0,-0.151587656529517,-0.0797573792486583
,,,,,,,,,,,,,,d,65.0,-0.1536672629695885,-0.1112365831842576
,,,,,,,,,,,,,,d,66.0,-0.1260845259391771,-0.1210420393559928
,,,,,,,,,,,,,,d,67.0,-0.1563729874776386,-0.1049194991055456
,,,,,,,,,,,,,,d,68.0,-0.154846824686941,-0.0933363148479427
,,,,,,,,,,,,,,d,69.0,-0.129360465116279,-0.1157312164579606
,,,,,,,,,,,,,,d,70.0,-0.1517944991055456,-0.1060040250447227
,,,,,,,,,,,,,,d,71.0,-0.1323009838998211,-0.0944040697674418
,,,,,,,,,,,,,,d,72.0,-0.159425313059034,-0.1085364490161001
,,,,,,,,,,,,,,d,73.0,-0.1328991502683363,-0.1406361806797853
,,,,,,,,,,,,,,d,74.0,-0.1494745080500894,-0.087483228980322
,,,,,,,,,,,,,,d,75.0,-0.1372540250447227,-0.1074407423971377
,,,,,,,,,,,,,,d,76.0,-0.1392944991055456,-0.1349228533094812
,,,,,,,,,,,,,,d,77.0,-0.1371645796064401,-0.1270963774597495
,,,,,,,,,,,,,,d,78.0,-0.1491949910554562,-0.0904013864042934
,,,,,,,,,,,,,,d,79.0,-0.1496757602862254,-0.0907871198568873
,,,,,,,,,,,,,,d,80.0,-0.1244297853309481,-0.091810152057245
,,,,,,,,,,,,,,d,81.0,-0.1600178890876565,-0.0858173076923077
,,,,,,,,,,,,,,d,82.0,-0.1438114937388193,-0.1222104203935599
,,,,,,,,,,,,,,d,83.0,-0.1323401162790697,-0.1121198568872987
,,,,,,,,,,,,,,d,84.0,-0.1365943649373882,-0.1262131037567084
,,,,,,,,,,,,,,d,85.0,-0.1454159212880143,-0.1209805456171735
,,,,,,,,,,,,,,d,86.0,-0.1428946779964222,-0.1025771466905187
,,,,,,,,,,,,,,d,87.0,-0.142212656529517,-0.0909995527728086
,,,,,,,,,,,,,,d,88.0,-0.1425424865831842,-0.1078488372093023
,,,,,,,,,,,,,,d,89.0,-0.1427661001788909,-0.1113931127012522
,,,,,,,,,,,,,,d,90.0,-0.1252515652951699,-0.1200637298747764
,,,,,,,,,,,,,,d,91.0,-0.1390261627906976,-0.110895572450805
,,,,,,,,,,,,,,d,92.0,-0.142413908765653,-0.1104259838998211
,,,,,,,,,,,,,,d,93.0,-0.1425257155635062,-0.106367397137746
,,,,,,,,,,,,,,d,94.0,-0.1501956618962433,-0.0990887745974955
,,,,,,,,,,,,,,d,95.0,-0.1479371645796064,-0.117363595706619
,,,,,,,,,,,,,,d,96.0,-0.141877236135957,-0.1090283989266547
,,,,,,,,,,,,,,d,97.0,-0.1475961538461538,-0.0784995527728086
,,,,,,,,,,,,,,d,98.0,-0.1459134615384615,-0.1131261180679785
,,,,,,,,,,,,,,d,99.0,-0.1332848837209302,-0.1139143559928443
,,,,,,,,,,,,,,d,100.0,-0.1428946779964222,-0.1185934704830053
,,,,,,,,,,,,,,d,101.0,-0.1537063953488372,-0.1077426207513417
,,,,,,,,,,,,,,d,102.0,-0.1526945438282647,-0.0944152504472272
,,,,,,,,,,,,,,d,103.0,-0.1382099731663685,-0.1222998658318426
,,,,,,,,,,,,,,d,104.0,-0.1454830053667263,-0.1156641323792486
,,,,,,,,,,,,,,d,105.0,-0.1432524597495528,-0.1135677549194991
,,,,,,,,,,,,,,d,106.0,-0.1609402951699463,-0.0781697227191413
,,,,,,,,,,,,,,d,107.0,-0.1408150715563506,-0.1023758944543828
,,,,,,,,,,,,,,d,108.0,-0.1382938282647585,-0.1150044722719141
,,,,,,,,,,,,,,d,109.0,-0.1325749105545617,-0.1213383273703041
,,,,,,,,,,,,,,d,110.0,-0.1381261180679785,-0.1350458407871199
,,,,,,,,,,,,,,d,111.0,-0.1632435152057245,-0.0974619856887299
,,,,,,,,,,,,,,d,112.0,-0.1605601520572451,-0.1071947674418604
,,,,,,,,,,,,,,d,113.0,-0.1540082737030411,-0.0870583631484794
,,,,,,,,,,,,,,d,114.0,-0.1417822003577817,-0.1079885957066189
,,,,,,,,,,,,,,d,115.0,-0.146992397137746,-0.1080500894454383
,,,,,,,,,,,,,,d,116.0,-0.1367788461538461,-0.1373881932021467
,,,,,,,,,,,,,,d,117.0,-0.1509950805008944,-0.0976241055456171
,,,,,,,,,,,,,,d,118.0,-0.1344868067978533,-0.1327817531305903
,,,,,,,,,,,,,,d,119.0,-0.1474619856887299,-0.0884112254025044
,,,,,,,,,,,,,,d,120.0,-0.137298747763864,-0.0958687388193202
,,,,,,,,,,,,,,d,121.0,-0.1567531305903399,-0.1089110017889087
,,,,,,,,,,,,,,d,122.0,-0.1602135509838998,-0.0896578711985688
,,,,,,,,,,,,,,d,123.0,-0.1272137745974955,-0.1033821556350626
,,,,,,,,,,,,,,d,124.0,-0.1329494633273703,-0.1022193649373882
,,,,,,,,,,,,,,d,125.0,-0.1378969141323792,-0.1243571109123434
,,,,,,,,,,,,,,d,126.0,-0.1470371198568873,-0.0896914132379248
,,,,,,,,,,,,,,d,127.0,-0.1535834078711986,-0.1003801431127012
,,,,,,,,,,,,,,d,128.0,-0.1538070214669052,-0.109307915921288
,,,,,,,,,,,,,,d,129.0,-0.1574575134168157,-0.1086091234347048
,,,,,,,,,,,,,,d,130.0,-0.1408038908765653,-0.1223893112701252
,,,,,,,,,,,,,,d,131.0,-0.1219141323792486,-0.1334134615384615
,,,,,,,,,,,,,,d,132.0,-0.135996198568873,-0.0746254472271914
,,,,,,,,,,,,,,d,133.0,-0.1417095259391771,-0.1258329606440071
,,,,,,,,,,,,,,d,134.0,-0.1280467352415027,-0.1096992397137746
,,,,,,,,,,,,,,d,135.0,-0.1539803220035778,-0.099681350626118
,,,,,,,,,,,,,,d,136.0,-0.132804114490161,-0.1095650715563506
,,,,,,,,,,,,,,d,137.0,-0.154477862254025,-0.1080221377459749
,,,,,,,,,,,,,,d,138.0,-0.1477191413237925,-0.0863707513416815
,,,,,,,,,,,,,,d,139.0,-0.1602862254025045,-0.1077146690518783
,,,,,,,,,,,,,,d,140.0,-0.1551878354203935,-0.1051878354203935
,,,,,,,,,,,,,,d,141.0,-0.1336650268336315,-0.1375447227191413
,,,,,,,,,,,,,,d,142.0,-0.1432077370304114,-0.1126397584973166
,,,,,,,,,,,,,,d,143.0,-0.1397081842576028,-0.1171511627906976
,,,,,,,,,,,,,,d,144.0,-0.1448512969588551,-0.0966178443649374
,,,,,,,,,,,,,,d,145.0,-0.1522361359570662,-0.1115831842576028
,,,,,,,,,,,,,,d,146.0,-0.1349899373881932,-0.1180903398926655
,,,,,,,,,,,,,,d,147.0,-0.1273479427549195,-0.1209805456171735
,,,,,,,,,,,,,,d,148.0,-0.1486024150268336,-0.1324966457960644
,,,,,,,,,,,,,,d,149.0,-0.137231663685152,-0.0952482110912343
,,,,,,,,,,,,,,d,150.0,-0.1456283542039356,-0.1347495527728086
,,,,,,,,,,,,,,d,151.0,-0.1343638193202146,-0.1097271914132379
,,,,,,,,,,,,,,d,152.0,-0.1349843470483005,-0.1103644901610018
,,,,,,,,,,,,,,d,153.0,-0.1474731663685152,-0.0926542933810375
,,,,,,,,,,,,,,d,154.0,-0.1323233452593918,-0.1364266547406082
,,,,,,,,,,,,,,d,155.0,-0.1427101967799642,-0.1275268336314848
,,,,,,,,,,,,,,d,156.0,-0.1368012075134168,-0.1242061717352415
,,,,,,,,,,,,,,d,157.0,-0.1290250447227191,-0.1215507602862254
,,,,,,,,,,,,,,d,158.0,-0.1413293828264758,-0.0940798300536672
,,,,,,,,,,,,,,d,159.0,-0.1518056797853309,-0.090675313059034
,,,,,,,,,,,,,,d,160.0,-0.1429394007155635,-0.1208296064400715
,,,,,,,,,,,,,,d,161.0,-0.1412008050089445,-0.1151330500894454
,,,,,,,,,,,,,,d,162.0,-0.1536952146690519,-0.0916592128801431
,,,,,,,,,,,,,,d,163.0,-0.1597271914132379,-0.115608228980322
,,,,,,,,,,,,,,d,164.0,-0.1439400715563506,-0.1052716905187835
,,,,,,,,,,,,,,d,165.0,-0.1343470483005367,-0.1227079606440071
,,,,,,,,,,,,,,d,166.0,-0.1444823345259392,-0.1217352415026833
,,,,,,,,,,,,,,d,167.0,-0.1537734794275492,-0.1223949016100179
,,,,,,,,,,,,,,d,168.0,-0.1456004025044723,-0.1009671288014311
,,,,,,,,,,,,,,d,169.0,-0.154612030411449,-0.0772529069767442
,,,,,,,,,,,,,,d,170.0,-0.1687723613595707,-0.1101744186046511
,,,,,,,,,,,,,,d,171.0,-0.1457737030411449,-0.0948121645796064
,,,,,,,,,,,,,,d,172.0,-0.1433810375670841,-0.1070941413237925
,,,,,,,,,,,,,,d,173.0,-0.1455892218246869,-0.1190406976744186
,,,,,,,,,,,,,,d,174.0,-0.1514311270125224,-0.0941916368515205
,,,,,,,,,,,,,,d,175.0,-0.1544499105545617,-0.115423747763864
,,,,,,,,,,,,,,d,176.0,-0.1477638640429338,-0.1165697674418605
,,,,,,,,,,,,,,d,177.0,-0.1369689177101968,-0.1133832737030411
,,,,,,,,,,,,,,d,178.0,-0.137617397137746,-0.0869297853309481
,,,,,,,,,,,,,,d,179.0,-0.1450693202146691,-0.120220259391771
,,,,,,,,,,,,,,d,180.0,-0.1413405635062612,-0.118531976744186
,,,,,,,,,,,,,,d,181.0,-0.1621645796064401,-0.1271075581395349
,,,,,,,,,,,,,,d,182.0,-0.143766771019678,-0.1112477638640429
,,,,,,,,,,,,,,d,183.0,-0.1417542486583184,-0.1448177549194991
,,,,,,,,,,,,,,d,184.0,-0.1494353756708408,-0.1038908765652951
,,,,,,,,,,,,,,d,185.0,-0.1340116279069767,-0.1113092576028622
,,,,,,,,,,,,,,d,186.0,-0.1443649373881932,-0.1228309481216458
,,,,,,,,,,,,,,d,187.0,-0.1473222271914132,-0.0950245974955277
,,,,,,,,,,,,,,d,188.0,-0.1274038461538461,-0.0895069320214669
,,,,,,,,,,,,,,d,189.0,-0.115440518783542,-0.1242844364937388
,,,,,,,,,,,,,,d,190.0,-0.1415641771019678,-0.1096209749552773
,,,,,,,,,,,,,,d,191.0,-0.1401554114490161,-0.127990831842576
,,,,,,,,,,,,,,d,192.0,-0.1425201252236136,-0.1029013864042933
,,,,,,,,,,,,,,d,193.0,-0.1570326475849731,-0.0864490161001789
,,,,,,,,,,,,,,d,194.0,-0.1405467352415027,-0.1146466905187835
,,,,,,,,,,,,,,d,195.0,-0.1316860465116279,-0.1460588103756708
,,,,,,,,,,,,,,d,196.0,-0.1406697227191413,-0.1050145348837209
,,,,,,,,,,,,,,d,197.0,-0.151705053667263,-0.093682915921288
,,,,,,,,,,,,,,d,198.0,-0.1343526386404293,-0.1181741949910554
,,,,,,,,,,,,,,d,199.0,-0.1498881932021467,-0.1003354203935599
,,,,,,,,,,,,,,d,200.0,-0.132854427549195,-0.118632602862254
,,,,,,,,,,,,,,d,201.0,-0.148227862254025,-0.1079103309481216
,,,,,,,,,,,,,,d,202.0,-0.1502739266547406,-0.0913126118067978
,,,,,,,,,,,,,,d,203.0,-0.1476688282647585,-0.0938618067978533
,,,,,,,,,,,,,,d,204.0,-0.1305512075134168,-0.1104148032200358
,,,,,,,,,,,,,,d,205.0,-0.1428108228980322,-0.1276274597495528
,,,,,,,,,,,,,,d,206.0,-0.1507323345259392,-0.0906864937388193
,,,,,,,,,,,,,,d,207.0,-0.1350737924865832,-0.1043492844364937
,,,,,,,,,,,,,,d,208.0,-0.1402224955277281,-0.1292933810375671
,,,,,,,,,,,,,,d,209.0,-0.1355769230769231,-0.1357725849731664
,,,,,,,,,,,,,,d,210.0,-0.1353029964221825,-0.1260174418604651
,,,,,,,,,,,,,,d,211.0,-0.152856663685152,-0.1265988372093023
,,,,,,,,,,,,,,d,212.0,-0.1441245527728086,-0.0895013416815742
,,,,,,,,,,,,,,d,213.0,-0.1322730322003578,-0.1388640429338103
,,,,,,,,,,,,,,d,214.0,-0.1509671288014311,-0.102906976744186
,,,,,,,,,,,,,,d,215.0,-0.1410498658318426,-0.113785778175313
,,,,,,,,,,,,,,d,216.0,-0.1411896243291592,-0.1180679785330948
,,,,,,,,,,,,,,d,217.0,-0.1503745527728086,-0.1041368515205724
,,,,,,,,,,,,,,d,218.0,-0.1528398926654741,-0.1032312164579606
,,,,,,,,,,,,,,d,219.0,-0.129427549194991,-0.1188506261180679
,,,,,,,,,,,,,,d,220.0,-0.1522081842576028,-0.0902839892665474
,,,,,,,,,,,,,,d,221.0,-0.1403454830053667,-0.1177940518783542
,,,,,,,,,,,,,,d,222.0,-0.1539188282647585,-0.1036113595706619
,,,,,,,,,,,,,,d,223.0,-0.135979427549195,-0.126369633273703
,,,,,,,,,,,,,,d,224.0,-0.1316357334525939,-0.1469812164579606
,,,,,,,,,,,,,,d,225.0,-0.143867397137746,-0.1255087209302325
,,,,,,,,,,,,,,d,226.0,-0.1274485688729875,-0.1337041592128801
,,,,,,,,,,,,,,d,227.0,-0.1374720483005367,-0.1143392218246869
,,,,,,,,,,,,,,d,228.0,-0.149865831842576,-0.1293828264758497
,,,,,,,,,,,,,,d,229.0,-0.1350346601073345,-0.1046735241502683
,,,,,,,,,,,,,,d,230.0,-0.1551934257602862,-0.1111527280858676
,,,,,,,,,,,,,,d,231.0,-0.1512745974955277,-0.1154181574239714
,,,,,,,,,,,,,,d,232.0,-0.1526777728085868,-0.1127739266547406
,,,,,,,,,,,,,,d,233.0,-0.1301654740608229,-0.1246142665474061
,,,,,,,,,,,,,,d,234.0,-0.1460364490161002,-0.0872428443649374
,,,,,,,,,,,,,,d,235.0,-0.1375111806797853,-0.118599060822898
,,,,,,,,,,,,,,d,236.0,-0.1528957960644007,-0.0971545169946332
,,,,,,,,,,,,,,d,237.0,-0.1342352415026834,-0.0980489713774597
,,,,,,,,,,,,,,d,238.0,-0.1367956171735241,-0.1344979874776386
,,,,,,,,,,,,,,d,239.0,-0.1409771914132379,-0.1070158765652951
,,,,,,,,,,,,,,d,240.0,-0.1555791592128801,-0.1113204382826476
,,,,,,,,,,,,,,d,241.0,-0.1345427101967799,-0.115675313059034
,,,,,,,,,,,,,,d,242.0,-0.1315295169946332,-0.1157871198568873
,,,,,,,,,,,,,,d,243.0,-0.1470483005366726,-0.1156641323792486
,,,,,,,,,,,,,,d,244.0,-0.139020572450805,-0.1008273703041145
,,,,,,,,,,,,,,d,245.0,-0.131317084078712,-0.0936046511627907
,,,,,,,,,,,,,,d,246.0,-0.1304058586762075,-0.1191804561717352
,,,,,,,,,,,,,,d,247.0,-0.1540362254025045,-0.1015093917710197
