dataset,scale_m,event_id,n_runs,n_record_runs,decomposition_residual,panel,temporal_identity_residual,frozen_events,geometry_pass,a_chl_eligible,a_decomposition_eligible,b_chl_eligible,rho_tau_distinct_cell,rho_tau_distinct_cell_fraction
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|46,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|47,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|48,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|49,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|50,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|51,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|52,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|53,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|69,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|70,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|71,10.0,10.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|72,7.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|73,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|74,7.0,7.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|76,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|77,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|78,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|79,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|82,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|83,8.0,7.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|84,8.0,7.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|85,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|86,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|87,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|88,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|89,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|90,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|91,9.0,8.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|92,5.0,4.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|102,4.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|107,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|110,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|112,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|113,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|114,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|115,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|116,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|123,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|126,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|127,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|128,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|130,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|132,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|136,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|141,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|142,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|144,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|149,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|151,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|154,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|156,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|157,5.0,4.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|163,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|164,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|168,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|169,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|170,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|174,6.0,5.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|176,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|177,5.0,4.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|182,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|183,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|185,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|186,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|187,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|188,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|189,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|190,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|191,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|193,8.0,8.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|194,9.0,8.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|195,7.0,7.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|196,9.0,8.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|197,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|198,6.0,5.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|199,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|200,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|201,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|205,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|206,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|211,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|212,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|215,8.0,7.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|216,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|223,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|234,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|236,6.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|241,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|242,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|246,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|247,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|248,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|249,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|250,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|251,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|252,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|269,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|270,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|277,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|290,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|299,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|307,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|310,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|322,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|323,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|325,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|326,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|335,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|336,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|339,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|345,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|355,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|356,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|358,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|359,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|360,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|364,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|366,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|367,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|368,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|369,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|382,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|383,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|394,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|402,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|403,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|404,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|415,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|416,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|417,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|426,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|428,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|429,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|432,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|433,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|434,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|435,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|436,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|437,6.0,6.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|438,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|439,5.0,5.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|440,5.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|441,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|442,8.0,7.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|443,12.0,11.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|444,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|446,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|447,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|459,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|460,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|461,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|462,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|464,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|467,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|468,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|469,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|473,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|477,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|478,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|479,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|480,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|481,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|489,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|490,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|494,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|503,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|510,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|513,4.0,4.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|514,6.0,5.0,-1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|517,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|519,3.0,2.0,1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|522,6.0,5.0,-1.1102230246251565e-16,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|523,4.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|529,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|532,3.0,3.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|534,3.0,2.0,0.0,a-c,,,,,,,,
goto,100,WA_Centurion20182019CRO19941_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|546,3.0,2.0,0.0,a-c,,,,,,,,
