dataset,scale_m,event_id,n_runs,n_record_runs,decomposition_residual,panel,temporal_identity_residual,frozen_events,geometry_pass,a_chl_eligible,a_decomposition_eligible,b_chl_eligible,rho_tau_distinct_cell,rho_tau_distinct_cell_fraction
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|177,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|178,12.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|179,7.0,,,d,-1.1102230246251565e-16,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|180,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|181,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|182,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|183,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|189,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|196,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|201,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|202,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|203,12.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|204,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|205,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|208,32.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|212,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|213,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|215,17.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|217,24.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|220,60.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|221,74.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|225,47.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|226,41.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|2|canonical_global_window|1|100.0|0,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18821_GPSdata_RS.xlsx|2|canonical_global_window|1|100.0|4,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|0,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|0,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|1,41.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|3,41.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|4,44.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|6,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|8,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|9,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|11,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|12,14.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|14,36.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|15,32.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|16,53.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|21,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|23,133.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|25,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|26,7.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|27,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|29,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|31,30.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|32,34.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|33,126.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|34,78.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|35,121.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|36,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|41,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|42,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|43,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|50,22.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|54,7.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|55,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|56,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|58,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|59,42.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|60,45.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|61,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|63,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|64,61.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|65,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|70,19.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|71,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|73,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|74,24.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|76,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|85,52.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|86,22.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|88,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|90,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|93,28.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|95,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|96,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|97,27.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|98,55.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|99,13.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|100,13.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|102,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|107,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|109,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|111,45.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|113,55.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|114,21.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|116,74.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|119,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|123,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|125,37.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|127,29.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|129,95.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|130,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|131,27.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|132,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|133,71.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|134,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|135,17.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|136,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|141,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|142,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|143,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|144,35.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|145,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|146,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|147,20.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|148,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|149,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|150,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|151,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|152,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|154,28.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|155,112.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|162,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|163,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|164,13.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|165,7.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|166,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|167,36.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|168,11.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|169,9.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|170,19.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|171,28.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|172,106.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|174,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|177,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|178,13.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|179,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|180,39.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18911_GPSdata_RS.xlsx|1|canonical_global_window|1|100.0|182,19.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|0,33.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|1,66.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|2,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|3,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|4,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|5,58.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|9,39.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|10,34.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|14,67.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|15,47.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|19,12.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|35,6.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|36,209.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|37,83.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|38,77.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|41,25.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|43,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|44,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|45,15.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|47,10.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|52,17.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|53,11.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|54,17.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|55,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|61,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|67,237.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|68,67.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|69,32.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|70,19.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|72,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|73,56.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|76,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|77,17.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|78,27.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|79,122.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|80,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|82,5.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|83,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|85,44.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|86,36.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|87,96.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|88,65.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|89,66.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|90,108.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|91,23.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|92,40.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|93,34.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|98,16.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|99,23.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,14.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|103,18.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|104,29.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|105,27.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|106,12.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|107,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|109,4.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|110,8.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|111,3.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|112,19.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|113,26.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|114,7.0,,,d,0.0,,,,,,,
goto,100,WA_Centurion20182019CRO18921_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|115,21.0,,,d,0.0,,,,,,,
