actual_pre,actual_post,actual_diff,null_pre_mean,null_post_mean,null_diff_mean,resid_pre,resid_post,resid_diff,p_pre_upper,p_post_upper,p_diff_upper,events,birds,pre_events,post_events,raw_diff_ci_low,raw_diff_ci_high,resid_pre_ci_low,resid_pre_ci_high,resid_post_ci_low,resid_post_ci_high,resid_diff_ci_low,resid_diff_ci_high,delta_m,holm15_direction_p,holm30_pre_p,holm30_post_p,direction_pass,pre_side_pass,post_side_pass,panel,scale_m,predictor,estimand,individuals,individual_equal_slope,bootstrap_ci_low,bootstrap_ci_high,phase_null_mean,phase_p_raw,holm_family,phase_p_holm,coverage_pass,pass,behavior_group,individual_equal_mean,behavior_class,component,tail,observed_unit_equal,phase_p_one_sided,phase_reps,bootstrap_reps,holm_phase_p,coverage_gate,primary_pass,contrast,left,right,paired_birds,left_events,right_events,phase_p_two_sided
,,,,,,,,,,,,366.0,86.0,,,,,,,,,,,,,,,,,,c_group,500.0,,L_union,,,0.0808304527579273,0.2165855897974818,0.1332623451932836,,primary_dive_L_union_4_scales,,,,,,dive_near,L,union,0.1486002847014049,0.313,999.0,5000.0,0.32,True,False,,,,,,,
,,,,,,,,,,,,247.0,78.0,,,,,,,,,,,,,,,,,,c_group,1000.0,,L_union,,,0.1427550703416382,0.2950669304885346,0.134883645325566,,primary_dive_L_union_4_scales,,,,,,dive_near,L,union,0.2214608658092157,0.014,999.0,5000.0,0.042,True,True,,,,,,,
,,,,,,,,,,,,154.0,68.0,,,,,,,,,,,,,,,,,,c_group,2000.0,,L_union,,,0.1761041179683965,0.3450607879172131,0.1381588711514872,,primary_dive_L_union_4_scales,,,,,,dive_near,L,union,0.2611351089012476,0.005,999.0,5000.0,0.02,True,True,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c_contrast,250.0,,L_union,,,-0.1246110374582982,0.0192110279376005,0.0029820834254232,,primary_dive_minus_wet_L_union_4_scales,,,,,,,L,union,-0.0517845397390534,0.928,999.0,5000.0,1.0,True,False,dive_minus_wet,dive_near,wet_only_near,88.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c_contrast,500.0,,L_union,,,-0.1553845593690271,-0.0018746467348565,0.0010985921758859,,primary_dive_minus_wet_L_union_4_scales,,,,,,,L,union,-0.078424530210327,0.964,999.0,5000.0,1.0,True,False,dive_minus_wet,dive_near,wet_only_near,82.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c_contrast,1000.0,,L_union,,,-0.0799667446231397,0.1191641910225731,-0.0027221854293597,,primary_dive_minus_wet_L_union_4_scales,,,,,,,L,union,0.0189031476820973,0.33,999.0,5000.0,0.99,True,False,dive_minus_wet,dive_near,wet_only_near,72.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c_contrast,2000.0,,L_union,,,-0.020798957997672,0.2205508200864889,0.0025830629159293,,primary_dive_minus_wet_L_union_4_scales,,,,,,,L,union,0.0979703171278146,0.065,999.0,5000.0,0.26,True,False,dive_minus_wet,dive_near,wet_only_near,61.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,250.0,,L_union,,,-0.0165589507207151,0.2232228698383277,-0.012073271568203,,primary_post_minus_pre_L_union_4_scales,,,,,,,L,union,0.1033566948464361,,999.0,20000.0,0.308,True,False,post_minus_pre,post_only,pre_only,59.0,182.0,145.0,0.077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,500.0,,L_union,,,-0.0846855865840663,0.2372323003361003,0.016283835589536,,primary_post_minus_pre_L_union_4_scales,,,,,,,L,union,0.0756073717277617,,999.0,20000.0,0.792,True,False,post_minus_pre,post_only,pre_only,42.0,131.0,91.0,0.452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1000.0,,L_union,,,-0.0330073275106603,0.293428280152168,-0.0030792305833698,,primary_post_minus_pre_L_union_4_scales,,,,,,,L,union,0.1316178803260559,,999.0,20000.0,0.498,True,False,post_minus_pre,post_only,pre_only,34.0,82.0,64.0,0.166
