track_id,segment_id,Time,Lat,Lon,orig_idx,edge_start_orig_idx,edge_end_orig_idx,interpolation_fraction_on_edge,logCHL,position,event_key,orig_idx_num,is_step_start,is_endpoint,is_trigger,use_for_movement_step,is_post_endpoint_to_trigger,minutes,radial_km,strict_record,path_chl_rank,selection_rule,panel,record_type,dataset,scale_m,family,estimand,events,units,segments,observed_unit_equal,bootstrap_ci_low,bootstrap_ci_high,phase_null_mean,phase_p_one_sided,phase_reps,bootstrap_reps,rho_tau_distinct_cell_fraction,holm_phase_p,positive_support,replicate,rho_chl_support,rho_chl_median_log_length
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:46:00,-45.293903628,39.5147084328,2568.0,2568.0,2568.0,0.0,-1.5780974992129253,2568.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2568.0,0.0,0.0,0.0,1.0,0.0,20.0,11.41969645691438,True,0.6190476190476191,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:48:00,-45.300287276612906,39.50252229112903,2569.0,2569.0,2569.0,0.0,-1.5845015440590842,2569.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2569.0,0.0,0.0,0.0,1.0,0.0,22.0,12.135473819042552,True,0.5238095238095238,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:50:00,-45.30820404919355,39.49169769354838,2570.0,2570.0,2570.0,0.0,-1.586585016650743,2570.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2570.0,0.0,0.0,0.0,1.0,0.0,24.0,13.078654346030168,True,0.4285714285714285,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:52:00,-45.3189695088,39.4781240928,2571.0,2571.0,2571.0,0.0,-1.5860483865478747,2571.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2571.0,0.0,0.0,0.0,1.0,0.0,26.0,14.412807380884525,True,0.4761904761904761,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:54:00,-45.3270587184,39.4644544416,2572.0,2572.0,2572.0,0.0,-1.594643795974272,2572.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2572.0,0.0,0.0,0.0,1.0,0.0,28.0,15.50828457702228,True,0.3333333333333333,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:56:00,-45.333979434722224,39.45256347592593,2573.0,2573.0,2573.0,0.0,-1.6020166279459138,2573.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2573.0,0.0,0.0,0.0,1.0,0.0,30.0,16.485956494673555,True,0.2857142857142857,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 02:58:00,-45.34477060138889,39.44106992037037,2574.0,2574.0,2574.0,0.0,-1.6098093047636317,2574.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2574.0,0.0,0.0,0.0,1.0,0.0,32.0,17.89277421854616,True,0.238095238095238,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 03:00:00,-45.35513924,39.430216324,2575.0,2575.0,2575.0,0.0,-1.617135677192593,2575.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2575.0,0.0,0.0,0.0,1.0,0.0,34.0,19.25281349027868,True,0.1428571428571428,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 03:02:00,-45.3663116624,39.4192708872,2576.0,2576.0,2576.0,0.0,-1.623678955894459,2576.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2576.0,0.0,0.0,0.0,1.0,0.0,36.0,20.7089299872918,True,0.0952380952380952,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 03:04:00,-45.3784945136,39.419364136800006,2577.0,2577.0,2577.0,0.0,-1.624545296728846,2577.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2577.0,0.0,0.0,0.0,1.0,0.0,38.0,21.984458235901744,True,0.0476190476190476,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 03:06:00,-45.3873047300813,39.43893454065041,2578.0,2578.0,2578.0,0.0,-1.6152446133445688,2578.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2578.0,0.0,1.0,0.0,1.0,0.0,40.0,22.48949352647405,True,0.1904761904761904,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
WA_Centurion20172018CRO15321_GPSdata_RS.xlsx,0.0,2018-02-20 03:08:00,-45.38948464480001,39.4664773048,2579.0,2579.0,2579.0,0.0,-1.601645387631337,2579.0,WA_Centurion20172018CRO15321_GPSdata_RS.xlsx|0|canonical_global_window|1|100.0|100,2579.0,0.0,0.0,1.0,0.0,1.0,42.0,22.298164505977955,False,,highest L_union+C_union among eligible 7-25-run events; first candidate with dense rho and tau support,a,candidate_boundary_example,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,0.0,-0.147009168157424,-0.0986583184257603
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,1.0,-0.1576978980322003,-0.0876453488372093
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,2.0,-0.1478085867620751,-0.10625
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,3.0,-0.1411728533094812,-0.1452985241502683
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,4.0,-0.1420393559928443,-0.1067307692307692
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,5.0,-0.1400603756708408,-0.1089110017889087
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,6.0,-0.1486639087656529,-0.0975346601073345
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,7.0,-0.154695885509839,-0.127974060822898
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,8.0,-0.1391435599284436,-0.1146690518783542
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,9.0,-0.1433474955277281,-0.1069599731663685
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,10.0,-0.1362030411449016,-0.0945550089445438
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,11.0,-0.1558586762075134,-0.0980713327370304
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,12.0,-0.1489210644007156,-0.1172517889087656
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,13.0,-0.1514982110912343,-0.08716457960644
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,14.0,-0.1369800983899821,-0.1431015205724508
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,15.0,-0.1600793828264758,-0.1032983005366726
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,16.0,-0.1446276833631485,-0.1028790250447227
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,17.0,-0.128275939177102,-0.1441245527728086
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,18.0,-0.1447003577817531,-0.0865105098389982
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,19.0,-0.1533318425760286,-0.1006149373881932
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,20.0,-0.129729427549195,-0.1151106887298748
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,21.0,-0.1398144007155635,-0.1054002683363148
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,22.0,-0.1428275939177102,-0.1005646243291592
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,23.0,-0.1342631932021467,-0.1178723166368515
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,24.0,-0.1488707513416816,-0.0943984794275492
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,25.0,-0.1482893559928444,-0.1255031305903399
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,26.0,-0.146673747763864,-0.1340675313059034
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,27.0,-0.1427996422182469,-0.1195661896243291
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,28.0,-0.1155523255813953,-0.1548188729874776
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,29.0,-0.1562555903398926,-0.1259447674418604
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,30.0,-0.1442139982110912,-0.1102079606440071
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,31.0,-0.1517609570661896,-0.1220203488372093
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,32.0,-0.1467464221824687,-0.1055847495527728
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,33.0,-0.1532647584973166,-0.0916927549194991
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,34.0,-0.1370974955277281,-0.1101744186046511
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,35.0,-0.1653063506261181,-0.0845762522361359
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,36.0,-0.1513416815742397,-0.1087377012522361
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,37.0,-0.1323289355992844,-0.1090451699463327
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,38.0,-0.1521522808586762,-0.1103477191413238
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,39.0,-0.1403343023255814,-0.0939568425760286
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,40.0,-0.1509447674418605,-0.1197786225402504
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,41.0,-0.1478980322003578,-0.1064512522361359
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,42.0,-0.145153175313059,-0.0986247763864043
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,43.0,-0.1362142218246869,-0.1117453041144901
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,44.0,-0.1398926654740608,-0.142044946332737
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,45.0,-0.1432133273703041,-0.1164803220035778
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,46.0,-0.1413517441860465,-0.1254863595706619
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,47.0,-0.1380422629695885,-0.1306965563506261
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,48.0,-0.1489657871198569,-0.1091178443649374
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,49.0,-0.1539859123434705,-0.1106663685152057
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,50.0,-0.1486806797853309,-0.0940015652951699
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,51.0,-0.1315798300536673,-0.1321109123434705
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,52.0,-0.160727862254025,-0.1032032647584973
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,53.0,-0.1408374329159213,-0.1100290697674419
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,54.0,-0.1497707960644007,-0.1101520572450805
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,55.0,-0.1494074239713775,-0.1133776833631484
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,56.0,-0.1534324686940966,-0.0882491055456171
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,57.0,-0.1428890876565295,-0.1220035778175313
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,58.0,-0.1674586314847943,-0.0908989266547406
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,59.0,-0.1180735688729875,-0.1286113595706619
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,60.0,-0.1305064847942755,-0.1324016100178891
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,61.0,-0.1353253577817531,-0.1177716905187835
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,62.0,-0.1619800983899821,-0.0861974508050089
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,63.0,-0.1465116279069767,-0.109089892665474
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,64.0,-0.151587656529517,-0.0797573792486583
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,65.0,-0.1536672629695885,-0.1112365831842576
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,66.0,-0.1260845259391771,-0.1210420393559928
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,67.0,-0.1563729874776386,-0.1049194991055456
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,68.0,-0.154846824686941,-0.0933363148479427
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,69.0,-0.129360465116279,-0.1157312164579606
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,70.0,-0.1517944991055456,-0.1060040250447227
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,71.0,-0.1323009838998211,-0.0944040697674418
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,72.0,-0.159425313059034,-0.1085364490161001
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,73.0,-0.1328991502683363,-0.1406361806797853
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,74.0,-0.1494745080500894,-0.087483228980322
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,75.0,-0.1372540250447227,-0.1074407423971377
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,76.0,-0.1392944991055456,-0.1349228533094812
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,77.0,-0.1371645796064401,-0.1270963774597495
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,78.0,-0.1491949910554562,-0.0904013864042934
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,79.0,-0.1496757602862254,-0.0907871198568873
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,80.0,-0.1244297853309481,-0.091810152057245
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,81.0,-0.1600178890876565,-0.0858173076923077
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,82.0,-0.1438114937388193,-0.1222104203935599
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,83.0,-0.1323401162790697,-0.1121198568872987
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,84.0,-0.1365943649373882,-0.1262131037567084
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,85.0,-0.1454159212880143,-0.1209805456171735
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,86.0,-0.1428946779964222,-0.1025771466905187
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,87.0,-0.142212656529517,-0.0909995527728086
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,88.0,-0.1425424865831842,-0.1078488372093023
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,89.0,-0.1427661001788909,-0.1113931127012522
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,90.0,-0.1252515652951699,-0.1200637298747764
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,91.0,-0.1390261627906976,-0.110895572450805
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,92.0,-0.142413908765653,-0.1104259838998211
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,93.0,-0.1425257155635062,-0.106367397137746
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,94.0,-0.1501956618962433,-0.0990887745974955
,,,,,,,,,,,,,,,,,,,,,,,b_d,eligible_record_counterfactual,,,,,,,,,,,,,,,,,,95.0,-0.1479371645796064,-0.117363595706619
